label,x1,y1,x2,y2,x3,y3,x4,y4,path_img
Cercle_4,179,107,291,107,179,218,291,218,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/136_Cercle4.jpg
Hexagone_3,122,127,219,127,122,213,219,213,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/268_Hexagone3.jpg
Triangle_2,213,51,242,51,213,81,242,81,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/361_Triangle2.jpg
Diamant_3,139,69,219,69,139,144,219,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/123_Diamant3.jpg
Triangle_4,110,94,157,94,110,144,157,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/42_Triangle4.jpg
Cercle_5,149,86,250,86,149,190,250,190,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/122_Cercle5.jpg
Hexagone_2,13,60,86,60,13,129,86,129,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/39_Hexagone2.jpg
Cercle_3,161,117,216,117,161,173,216,173,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/242_Cercle3.jpg
Diamant_3,58,100,207,100,58,240,207,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/225_Diamant3.jpg
Cercle_3,131,65,207,65,131,137,207,137,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/210_Cercle3.jpg
Diamant_3,136,100,175,100,136,141,175,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/170_Diamant3.jpg
Cercle_5,140,94,185,94,140,139,185,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/85_Cercle5.jpg
Cercle_4,123,119,161,119,123,157,161,157,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/324_Cercle4.jpg
Hexagone_2,116,14,235,14,116,134,235,134,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/34_Hexagone2.jpg
Triangle_2,104,107,160,107,104,162,160,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/188_Triangle2.jpg
Cercle_4,165,116,227,116,165,180,227,180,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/108_Cercle4.jpg
Diamant_2,221,18,276,18,221,79,276,79,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/418_Diamant2.jpg
Diamant_4,169,22,292,22,169,129,292,129,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/165_Diamant4.jpg
Diamant_2,260,79,320,79,260,149,320,149,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/313_Diamant2.jpg
Cercle_3,64,22,198,22,64,148,198,148,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/254_Cercle3.jpg
Cercle_3,114,31,218,31,114,130,218,130,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/128_Cercle3.jpg
Triangle_3,238,154,310,154,238,222,310,222,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/172_Triangle3.jpg
Diamant_2,103,74,196,74,103,178,196,178,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/374_Diamant2.jpg
Diamant_3,147,121,179,121,147,158,179,158,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/295_Diamant3.jpg
Hexagone_4,99,102,153,102,99,152,153,152,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/44_Hexagone4.jpg
Cercle_3,204,105,264,105,204,166,264,166,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/367_Cercle3.jpg
No_Shape,226,127,303,127,226,198,303,198,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/118_NoShape.jpg
Hexagone_3,147,76,229,76,147,157,229,157,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/169_Hexagone3.jpg
Cercle_3,125,58,171,58,125,102,171,102,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/348_Cercle3.jpg
Triangle_3,159,50,197,50,159,104,197,104,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/209_Triangle3.jpg
Diamant_2,134,86,206,86,134,148,206,148,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/231_Diamant2.jpg
Diamant_4,135,102,176,102,135,147,176,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/46_Diamant4.jpg
Cercle_2,55,143,140,143,55,223,140,223,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/145_Cercle2.jpg
Cercle_3,138,140,195,140,138,196,195,196,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/359_Cercle3.jpg
Cercle_5,205,98,286,98,205,177,286,177,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/84_Cercle5.jpg
Triangle_5,52,51,126,51,52,122,126,122,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/37_Triangle5.jpg
Hexagone_2,179,71,228,71,179,119,228,119,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/196_Hexagone2.jpg
Cercle_4,184,29,320,29,184,162,320,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/331_Cercle4.jpg
Cercle_3,31,48,150,48,31,155,150,155,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/511_Cercle3.jpg
Cercle_3,149,72,221,72,149,144,221,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/545_Cercle3.jpg
Cercle_4,9,51,75,51,9,108,75,108,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/26_Cercle4.jpg
Diamant_3,121,119,236,119,121,212,236,212,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/78_Diamant3.jpg
Triangle_5,124,51,193,51,124,122,193,122,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/133_Triangle5.jpg
Triangle_5,119,141,160,141,119,181,160,181,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/58_Triangle5.jpg
Cercle_3,168,71,259,71,168,161,259,161,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/406_Cercle3.jpg
Cercle_3,119,74,204,74,119,161,204,161,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/439_Cercle3.jpg
Triangle_2,264,45,320,45,264,141,320,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/199_Triangle2.jpg
Cercle_4,94,82,204,82,94,195,204,195,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/43_Cercle4.jpg
Cercle_2,62,47,114,47,62,95,114,95,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/188_Cercle2.jpg
Triangle_5,111,49,181,49,111,142,181,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/132_Triangle5.jpg
Hexagone_2,48,101,99,101,48,154,99,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/15_Hexagone2.jpg
Diamant_5,20,58,109,58,20,141,109,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/75_Diamant5.jpg
Triangle_3,227,98,284,98,227,154,284,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/107_Triangle3.jpg
Diamant_2,134,53,222,53,134,142,222,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/298_Diamant2.jpg
No_Shape,159,182,239,182,159,240,239,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/271_NoShape.jpg
Hexagone_3,251,83,294,83,251,119,294,119,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/82_Hexagone3.jpg
Cercle_3,114,74,201,74,114,159,201,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/490_Cercle3.jpg
Hexagone_5,49,70,175,70,49,192,175,192,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/184_Hexagone5.jpg
Hexagone_2,115,134,167,134,115,189,167,189,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/51_Hexagone2.jpg
Triangle_2,84,130,163,130,84,205,163,205,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/211_Triangle2.jpg
Diamant_2,77,110,183,110,77,217,183,217,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/293_Diamant2.jpg
Diamant_5,44,56,98,56,44,107,98,107,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/79_Diamant5.jpg
Cercle_3,66,58,108,58,66,101,108,101,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/277_Cercle3.jpg
No_Shape,192,53,259,53,192,141,259,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/247_NoShape.jpg
Diamant_4,207,135,281,135,207,205,281,205,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/56_Diamant4.jpg
Triangle_3,207,110,300,110,207,199,300,199,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/55_Triangle3.jpg
Diamant_5,126,64,164,64,126,102,164,102,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/25_Diamant5.jpg
Hexagone_3,115,119,153,119,115,162,153,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/72_Hexagone3.jpg
Hexagone_5,147,149,196,149,147,199,196,199,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/1_Hexagone5.jpg
Diamant_2,126,93,176,93,126,153,176,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/290_Diamant2.jpg
Cercle_3,251,92,302,92,251,146,302,146,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/291_Cercle3.jpg
Cercle_4,195,90,283,90,195,182,283,182,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/87_Cercle4.jpg
No_Shape,5,10,108,10,5,106,108,106,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/74_NoShape.jpg
Cercle_2,53,101,163,101,53,203,163,203,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/58_Cercle2.jpg
Hexagone_2,153,52,203,52,153,106,203,106,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/108_Hexagone2.jpg
Hexagone_3,131,112,173,112,131,157,173,157,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/214_Hexagone3.jpg
Cercle_4,155,98,206,98,155,146,206,146,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/312_Cercle4.jpg
Triangle_4,109,40,175,40,109,108,175,108,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/22_Triangle4.jpg
Diamant_5,129,57,173,57,129,100,173,100,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/61_Diamant5.jpg
Diamant_5,225,28,295,28,225,101,295,101,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/105_Diamant5.jpg
Diamant_2,223,97,298,97,223,173,298,173,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/371_Diamant2.jpg
No_Shape,209,150,277,150,209,213,277,213,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/10_NoShape.jpg
Cercle_4,162,38,272,38,162,145,272,145,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/335_Cercle4.jpg
No_Shape,156,76,240,76,156,154,240,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/25_NoShape.jpg
Cercle_3,85,156,158,156,85,234,158,234,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/347_Cercle3.jpg
Hexagone_3,134,105,176,105,134,147,176,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/216_Hexagone3.jpg
Cercle_3,177,76,211,76,177,108,211,108,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/16_Cercle3.jpg
Cercle_2,12,137,49,137,12,173,49,173,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/219_Cercle2.jpg
Diamant_2,218,79,320,79,218,240,320,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/70_Diamant2.jpg
Hexagone_2,126,38,211,38,126,120,211,120,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/253_Hexagone2.jpg
Diamant_5,127,81,196,81,127,145,196,145,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/160_Diamant5.jpg
Hexagone_4,248,133,317,133,248,200,317,200,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/160_Hexagone4.jpg
Diamant_5,105,22,234,22,105,142,234,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/110_Diamant5.jpg
Hexagone_3,277,122,315,122,277,162,315,162,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/170_Hexagone3.jpg
Diamant_4,98,104,146,104,98,150,146,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/47_Diamant4.jpg
Diamant_2,118,47,209,47,118,138,209,138,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/220_Diamant2.jpg
Triangle_4,75,99,136,99,75,159,136,159,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/220_Triangle4.jpg
Triangle_2,162,117,204,117,162,160,204,160,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/390_Triangle2.jpg
Diamant_3,99,116,207,116,99,217,207,217,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/246_Diamant3.jpg
Cercle_5,216,159,304,159,216,240,304,240,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/174_Cercle5.jpg
Triangle_4,152,65,204,65,152,116,204,116,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/117_Triangle4.jpg
Diamant_4,56,107,102,107,56,153,102,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/64_Diamant4.jpg
Diamant_4,86,54,120,54,86,88,120,88,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant4/81_Diamant4.jpg
Cercle_4,59,39,164,39,59,156,164,156,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/276_Cercle4.jpg
Diamant_3,111,92,157,92,111,135,157,135,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/94_Diamant3.jpg
Diamant_3,81,53,158,53,81,132,158,132,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/232_Diamant3.jpg
No_Shape,104,121,179,121,104,179,179,179,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/24_NoShape.jpg
Cercle_2,166,90,214,90,166,144,214,144,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/61_Cercle2.jpg
No_Shape,94,131,191,131,94,194,191,194,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/273_NoShape.jpg
Diamant_5,197,76,272,76,197,154,272,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/127_Diamant5.jpg
Hexagone_5,196,54,262,54,196,123,262,123,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/23_Hexagone5.jpg
Diamant_2,127,111,189,111,127,170,189,170,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/221_Diamant2.jpg
Cercle_3,22,120,68,120,22,160,68,160,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/288_Cercle3.jpg
Cercle_4,16,106,89,106,16,173,89,173,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/348_Cercle4.jpg
Triangle_3,93,111,145,111,93,163,145,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/78_Triangle3.jpg
Hexagone_2,87,125,172,125,87,216,172,216,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/154_Hexagone2.jpg
Diamant_3,86,33,194,33,86,123,194,123,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/226_Diamant3.jpg
Hexagone_4,110,84,161,84,110,135,161,135,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/9_Hexagone4.jpg
Cercle_3,197,79,316,79,197,191,316,191,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/75_Cercle3.jpg
Triangle_3,159,118,206,118,159,164,206,164,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/3_Triangle3.jpg
Cercle_3,52,36,174,36,52,154,174,154,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/100_Cercle3.jpg
Diamant_3,0,30,118,30,0,172,118,172,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/35_Diamant3.jpg
Triangle_4,187,32,244,32,187,91,244,91,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/219_Triangle4.jpg
Cercle_5,103,11,170,11,103,79,170,79,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/56_Cercle5.jpg
Cercle_3,41,22,99,22,41,79,99,79,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/171_Cercle3.jpg
Cercle_3,197,129,243,129,197,172,243,172,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/362_Cercle3.jpg
Diamant_3,147,99,203,99,147,156,203,156,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/141_Diamant3.jpg
Cercle_2,37,23,147,23,37,126,147,126,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/29_Cercle2.jpg
Diamant_3,60,101,95,101,60,140,95,140,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/146_Diamant3.jpg
Diamant_3,34,41,129,41,34,139,129,139,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/244_Diamant3.jpg
Cercle_2,35,136,122,136,35,233,122,233,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/153_Cercle2.jpg
Triangle_4,196,143,224,143,196,170,224,170,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/199_Triangle4.jpg
No_Shape,228,156,318,156,228,235,318,235,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/122_NoShape.jpg
Hexagone_3,76,29,165,29,76,117,165,117,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/272_Hexagone3.jpg
Cercle_3,100,18,191,18,100,104,191,104,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/59_Cercle3.jpg
Diamant_5,169,61,267,61,169,166,267,166,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/154_Diamant5.jpg
Triangle_5,178,145,210,145,178,176,210,176,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle5/1_Triangle5.jpg
Hexagone_2,256,115,302,115,256,161,302,161,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/323_Hexagone2.jpg
Cercle_4,147,23,259,23,147,149,259,149,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/270_Cercle4.jpg
Cercle_3,242,115,304,115,242,175,304,175,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/216_Cercle3.jpg
Triangle_2,43,33,118,33,43,156,118,156,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/90_Triangle2.jpg
Hexagone_2,225,119,300,119,225,190,300,190,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/5_Hexagone2.jpg
Triangle_2,264,110,306,110,264,150,306,150,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/328_Triangle2.jpg
Hexagone_5,64,78,212,78,64,217,212,217,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/176_Hexagone5.jpg
Triangle_3,3,138,60,138,3,184,60,184,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/52_Triangle3.jpg
Triangle_4,133,92,222,92,133,180,222,180,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/32_Triangle4.jpg
Cercle_4,127,44,201,44,127,119,201,119,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/172_Cercle4.jpg
Hexagone_2,87,124,171,124,87,211,171,211,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/86_Hexagone2.jpg
Diamant_2,86,22,193,22,86,131,193,131,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/358_Diamant2.jpg
Triangle_4,217,35,268,35,217,86,268,86,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle4/5_Triangle4.jpg
Diamant_2,166,114,220,114,166,171,220,171,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/31_Diamant2.jpg
Triangle_3,68,53,101,53,68,92,101,92,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/24_Triangle3.jpg
Hexagone_2,189,57,212,57,189,80,212,80,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/47_Hexagone2.jpg
Cercle_3,131,120,176,120,131,163,176,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/452_Cercle3.jpg
Diamant_2,83,54,202,54,83,170,202,170,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/356_Diamant2.jpg
Diamant_5,202,82,264,82,202,148,264,148,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/18_Diamant5.jpg
Hexagone_4,126,72,177,72,126,122,177,122,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone4/10_Hexagone4.jpg
Triangle_3,158,118,205,118,158,165,205,165,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle3/60_Triangle3.jpg
Diamant_2,47,66,192,66,47,201,192,201,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/291_Diamant2.jpg
Cercle_4,95,108,160,108,95,171,160,171,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle4/305_Cercle4.jpg
Hexagone_3,217,120,272,120,217,175,272,175,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone3/74_Hexagone3.jpg
Cercle_3,191,34,295,34,191,147,295,147,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/323_Cercle3.jpg
Cercle_5,109,141,186,141,109,213,186,213,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle5/8_Cercle5.jpg
Hexagone_2,89,126,172,126,89,213,172,213,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/157_Hexagone2.jpg
Diamant_3,39,140,108,140,39,212,108,212,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/192_Diamant3.jpg
Diamant_5,111,35,176,35,111,102,176,102,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/193_Diamant5.jpg
Diamant_2,120,37,162,37,120,92,162,92,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/404_Diamant2.jpg
Triangle_2,157,66,216,66,157,126,216,126,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/151_Triangle2.jpg
Diamant_2,187,106,217,106,187,142,217,142,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant2/151_Diamant2.jpg
Diamant_3,36,38,145,38,36,141,145,141,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/95_Diamant3.jpg
Triangle_2,72,40,165,40,72,137,165,137,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/105_Triangle2.jpg
Hexagone_2,91,14,206,14,91,128,206,128,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone2/277_Hexagone2.jpg
Hexagone_5,102,135,143,135,102,173,143,173,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Hexagones/Hexagone5/264_Hexagone5.jpg
Diamant_5,200,35,237,35,200,74,237,74,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant5/19_Diamant5.jpg
Cercle_3,42,68,108,68,42,128,108,128,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/115_Cercle3.jpg
No_Shape,62,10,127,10,62,65,127,65,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/NoShapes/164_NoShape.jpg
Cercle_3,119,69,203,69,119,153,203,153,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle3/475_Cercle3.jpg
Cercle_2,214,86,259,86,214,127,259,127,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Cercles/Cercle2/74_Cercle2.jpg
Diamant_3,53,106,162,106,53,219,162,219,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Diamants/Diamant3/300_Diamant3.jpg
Triangle_2,92,74,178,74,92,163,178,163,/home/ziz/school/log635/labo/LOG635-TP1/EnsembleA/Triangles/Triangle2/156_Triangle2.jpg
